hotel_id,date,city,accommodation_type,stars,rating,distance,price,lnprice
24,2017-NOV-weekday,Amsterdam,Hotel,4.0,4.5,2.9,207,5.332718793265369
24,2018-JUNE-weekend,Amsterdam,Hotel,4.0,4.5,2.9,358,5.8805329864007
24,2017-DEC-holiday,Amsterdam,Hotel,4.0,4.5,2.9,186,5.225746673713202
25,2017-DEC-holiday,Amsterdam,Hotel,2.0,2.9,1.8,128,4.852030263919617
25,2017-NOV-weekday,Amsterdam,Hotel,2.0,2.9,1.8,66,4.189654742026425
26,2017-DEC-holiday,Amsterdam,Hotel,4.0,4.0,2.7,111,4.709530201312334
26,2017-NOV-weekday,Amsterdam,Hotel,4.0,4.0,2.7,156,5.049856007249537
26,2017-NOV-weekend,Amsterdam,Hotel,4.0,4.0,2.7,177,5.176149732573829
27,2018-JUNE-weekend,Amsterdam,Hotel,4.0,4.5,2.6,207,5.332718793265369
27,2017-NOV-weekend,Amsterdam,Hotel,4.0,4.5,2.6,176,5.170483995038151
27,2017-DEC-holiday,Amsterdam,Hotel,4.0,4.5,2.6,124,4.820281565605037
27,2017-NOV-weekday,Amsterdam,Hotel,4.0,4.5,2.6,94,4.543294782270004
28,2017-DEC-holiday,Amsterdam,Hotel,4.0,4.0,2.7,114,4.736198448394496
28,2017-NOV-weekend,Amsterdam,Hotel,4.0,4.0,2.7,126,4.836281906951478
28,2017-NOV-weekday,Amsterdam,Hotel,4.0,4.0,2.7,138,4.927253685157205
29,2018-JUNE-weekend,Amsterdam,Hotel,4.0,4.6,2.7,145,4.976733742420574
29,2017-DEC-holiday,Amsterdam,Hotel,4.0,4.6,2.7,176,5.170483995038151
30,2017-DEC-holiday,Amsterdam,Hotel,3.0,4.0,3.3,164,5.099866427824199
30,2018-JUNE-weekend,Amsterdam,Hotel,3.0,4.0,3.3,175,5.1647859739235145
30,2017-NOV-weekday,Amsterdam,Hotel,3.0,4.0,3.3,164,5.099866427824199
30,2017-NOV-weekend,Amsterdam,Hotel,3.0,4.0,3.3,208,5.337538079701318
31,2017-NOV-weekday,Amsterdam,Hotel,4.0,4.0,3.2,122,4.804021044733257
31,2017-NOV-weekend,Amsterdam,Hotel,4.0,4.0,3.2,136,4.912654885736052
31,2017-DEC-holiday,Amsterdam,Hotel,4.0,4.0,3.2,111,4.709530201312334
32,2017-NOV-weekday,Amsterdam,Hotel,3.0,3.5,1.9,126,4.836281906951478
32,2017-DEC-holiday,Amsterdam,Hotel,3.0,3.5,1.9,110,4.700480365792417
33,2017-NOV-weekday,Amsterdam,Hotel,3.0,3.0,2.7,63,4.143134726391533
33,2017-DEC-holiday,Amsterdam,Hotel,3.0,3.0,2.7,100,4.605170185988092
34,2017-NOV-weekday,Amsterdam,Hotel,3.0,4.3,3.4,161,5.081404364984463
34,2018-JUNE-weekend,Amsterdam,Hotel,3.0,4.3,3.4,240,5.480638923341991
34,2017-NOV-weekend,Amsterdam,Hotel,3.0,4.3,3.4,215,5.3706380281276624
34,2017-DEC-holiday,Amsterdam,Hotel,3.0,4.3,3.4,107,4.672828834461906
36,2017-NOV-weekend,Amsterdam,Hotel,2.0,3.9,4.7,149,5.003946305945459
36,2017-NOV-weekday,Amsterdam,Hotel,2.0,3.9,4.7,66,4.189654742026425
36,2017-DEC-holiday,Amsterdam,Hotel,2.0,3.9,4.7,76,4.330733340286331
37,2017-NOV-weekend,Amsterdam,Hotel,3.5,4.5,4.5,160,5.075173815233827
37,2017-NOV-weekday,Amsterdam,Hotel,3.5,4.5,4.5,160,5.075173815233827
37,2017-DEC-holiday,Amsterdam,Hotel,3.5,4.5,4.5,151,5.017279836814924
38,2018-JUNE-weekend,Amsterdam,Hotel,3.0,4.3,4.8,225,5.41610040220442
38,2017-NOV-weekend,Amsterdam,Hotel,3.0,4.3,4.8,187,5.231108616854587
38,2017-DEC-holiday,Amsterdam,Hotel,3.0,4.3,4.8,97,4.574710978503383
38,2017-NOV-weekday,Amsterdam,Hotel,3.0,4.3,4.8,176,5.170483995038151
40,2017-NOV-weekend,Amsterdam,Hotel,4.0,4.3,4.9,176,5.170483995038151
40,2017-DEC-holiday,Amsterdam,Hotel,4.0,4.3,4.9,156,5.049856007249537
40,2017-NOV-weekday,Amsterdam,Hotel,4.0,4.3,4.9,300,5.703782474656201
40,2018-JUNE-weekend,Amsterdam,Hotel,4.0,4.3,4.9,206,5.327876168789581
41,2018-JUNE-weekend,Amsterdam,Hotel,4.0,4.3,4.8,258,5.552959584921617
41,2017-DEC-holiday,Amsterdam,Hotel,4.0,4.3,4.8,104,4.6443908991413725
41,2017-NOV-weekday,Amsterdam,Hotel,4.0,4.3,4.8,138,4.927253685157205
41,2017-NOV-weekend,Amsterdam,Hotel,4.0,4.3,4.8,142,4.955827057601261
42,2017-NOV-weekend,Amsterdam,Hotel,3.0,4.1,4.9,152,5.0238805208462765
42,2017-DEC-holiday,Amsterdam,Hotel,3.0,4.1,4.9,103,4.634728988229636
42,2018-JUNE-weekend,Amsterdam,Hotel,3.0,4.1,4.9,243,5.493061443340548
42,2017-NOV-weekday,Amsterdam,Hotel,3.0,4.1,4.9,120,4.787491742782046
43,2017-DEC-holiday,Amsterdam,Hotel,3.0,3.5,5.3,116,4.7535901911063645
43,2017-NOV-weekday,Amsterdam,Hotel,3.0,3.5,5.3,104,4.6443908991413725
44,2017-DEC-holiday,Amsterdam,Hotel,3.5,4.0,5.3,80,4.382026634673881
44,2018-JUNE-weekend,Amsterdam,Hotel,3.5,4.0,5.3,184,5.214935757608986
44,2017-NOV-weekend,Amsterdam,Hotel,3.5,4.0,5.3,207,5.332718793265369
44,2017-NOV-weekday,Amsterdam,Hotel,3.5,4.0,5.3,80,4.382026634673881
45,2017-NOV-weekend,Amsterdam,Hotel,4.0,3.7,5.2,237,5.4680601411351315
45,2017-NOV-weekday,Amsterdam,Hotel,4.0,3.7,5.2,168,5.123963979403259
45,2017-DEC-holiday,Amsterdam,Hotel,4.0,3.7,5.2,106,4.663439094112067
45,2018-JUNE-weekend,Amsterdam,Hotel,4.0,3.7,5.2,258,5.552959584921617
46,2017-NOV-weekday,Amsterdam,Hotel,3.0,3.5,5.8,77,4.343805421853684
46,2017-DEC-holiday,Amsterdam,Hotel,3.0,3.5,5.8,68,4.219507705176107
46,2018-JUNE-weekend,Amsterdam,Hotel,3.0,3.5,5.8,117,4.762173934797756
47,2017-NOV-weekend,Amsterdam,Hotel,4.0,3.7,5.9,115,4.74493212836325
47,2017-DEC-holiday,Amsterdam,Hotel,4.0,3.7,5.9,99,4.59511985013459
47,2018-JUNE-weekend,Amsterdam,Hotel,4.0,3.7,5.9,88,4.477336814478207
47,2017-NOV-weekday,Amsterdam,Hotel,4.0,3.7,5.9,102,4.624972813284271
48,2017-DEC-holiday,Amsterdam,Hotel,4.0,4.0,6.0,103,4.634728988229636
48,2017-NOV-weekday,Amsterdam,Hotel,4.0,4.0,6.0,138,4.927253685157205
48,2017-NOV-weekend,Amsterdam,Hotel,4.0,4.0,6.0,196,5.278114659230517
48,2018-JUNE-weekend,Amsterdam,Hotel,4.0,4.0,6.0,231,5.442417710521793
49,2017-DEC-holiday,Amsterdam,Hotel,2.0,3.2,0.8,127,4.844187086458591
49,2017-NOV-weekday,Amsterdam,Hotel,2.0,3.2,0.8,74,4.30406509320417
50,2017-NOV-weekend,Amsterdam,Hotel,3.5,4.5,2.6,176,5.170483995038151
50,2017-DEC-holiday,Amsterdam,Hotel,3.5,4.5,2.6,115,4.74493212836325
50,2017-NOV-weekday,Amsterdam,Hotel,3.5,4.5,2.6,90,4.499809670330265
50,2018-JUNE-weekend,Amsterdam,Hotel,3.5,4.5,2.6,234,5.455321115357702
51,2017-DEC-holiday,Amsterdam,Hotel,4.0,4.5,1.2,180,5.19295685089021
51,2017-NOV-weekday,Amsterdam,Hotel,4.0,4.5,1.2,133,4.890349128221754
52,2017-DEC-holiday,Amsterdam,Hotel,2.5,4.5,1.1,78,4.356708826689592
52,2017-NOV-weekday,Amsterdam,Hotel,2.5,4.5,1.1,82,4.406719247264253
54,2017-NOV-weekday,Amsterdam,Hotel,3.0,4.1,1.1,135,4.90527477843843
54,2017-DEC-holiday,Amsterdam,Hotel,3.0,4.1,1.1,170,5.135798437050262
55,2017-NOV-weekday,Amsterdam,Hotel,2.0,4.3,1.0,133,4.890349128221754
57,2017-NOV-weekday,Amsterdam,Hotel,4.0,3.9,1.0,186,5.225746673713202
57,2017-DEC-holiday,Amsterdam,Hotel,4.0,3.9,1.0,131,4.875197323201151
58,2017-DEC-holiday,Amsterdam,Hotel,3.0,3.7,1.0,179,5.187385805840755
58,2017-NOV-weekend,Amsterdam,Hotel,3.0,3.7,1.0,330,5.799092654460526
58,2017-NOV-weekday,Amsterdam,Hotel,3.0,3.7,1.0,110,4.700480365792417
59,2017-NOV-weekday,Amsterdam,Hotel,3.5,4.0,1.0,133,4.890349128221754
59,2017-NOV-weekend,Amsterdam,Hotel,3.5,4.0,1.0,241,5.484796933490655
59,2017-DEC-holiday,Amsterdam,Hotel,3.5,4.0,1.0,162,5.087596335232384
60,2017-NOV-weekday,Amsterdam,Hotel,3.0,3.5,5.2,80,4.382026634673881
60,2017-DEC-holiday,Amsterdam,Hotel,3.0,3.5,5.2,80,4.382026634673881
60,2018-JUNE-weekend,Amsterdam,Hotel,3.0,3.5,5.2,114,4.736198448394496
60,2017-NOV-weekend,Amsterdam,Hotel,3.0,3.5,5.2,128,4.852030263919617
61,2017-NOV-weekend,Amsterdam,Hotel,3.0,4.1,2.6,165,5.10594547390058
61,2017-DEC-holiday,Amsterdam,Hotel,3.0,4.1,2.6,102,4.624972813284271
61,2018-JUNE-weekend,Amsterdam,Hotel,3.0,4.1,2.6,165,5.10594547390058
61,2017-NOV-weekday,Amsterdam,Hotel,3.0,4.1,2.6,69,4.23410650459726
62,2017-DEC-holiday,Amsterdam,Hotel,4.0,4.5,2.3,123,4.812184355372417
62,2017-NOV-weekday,Amsterdam,Hotel,4.0,4.5,2.3,133,4.890349128221754
63,2017-NOV-weekday,Amsterdam,Hotel,3.0,3.5,2.3,91,4.51085950651685
63,2017-DEC-holiday,Amsterdam,Hotel,3.0,3.5,2.3,117,4.762173934797756
63,2017-NOV-weekend,Amsterdam,Hotel,3.0,3.5,2.3,155,5.043425116919247
64,2017-NOV-weekday,Amsterdam,Hotel,2.5,4.5,1.4,114,4.736198448394496
64,2017-DEC-holiday,Amsterdam,Hotel,2.5,4.5,1.4,114,4.736198448394496
64,2018-JUNE-weekend,Amsterdam,Hotel,2.5,4.5,1.4,196,5.278114659230517
65,2017-NOV-weekend,Amsterdam,Hotel,3.0,3.9,2.4,186,5.225746673713202
65,2017-DEC-holiday,Amsterdam,Hotel,3.0,3.9,2.4,109,4.6913478822291435
65,2017-NOV-weekday,Amsterdam,Hotel,3.0,3.9,2.4,101,4.61512051684126
66,2017-DEC-holiday,Amsterdam,Hotel,4.0,4.0,3.6,88,4.477336814478207
66,2017-NOV-weekday,Amsterdam,Hotel,4.0,4.0,3.6,114,4.736198448394496
68,2018-JUNE-weekend,Amsterdam,Hotel,4.0,,2.4,175,5.1647859739235145
69,2017-NOV-weekend,Amsterdam,Hotel,4.0,3.9,2.0,176,5.170483995038151
69,2017-DEC-holiday,Amsterdam,Hotel,4.0,3.9,2.0,113,4.727387818712341
69,2018-JUNE-weekend,Amsterdam,Hotel,4.0,3.9,2.0,197,5.2832037287379885
69,2017-NOV-weekday,Amsterdam,Hotel,4.0,3.9,2.0,84,4.430816798843313
70,2018-JUNE-weekend,Amsterdam,Hotel,4.0,4.3,2.1,207,5.332718793265369
70,2017-NOV-weekday,Amsterdam,Hotel,4.0,4.3,2.1,94,4.543294782270004
70,2017-DEC-holiday,Amsterdam,Hotel,4.0,4.3,2.1,124,4.820281565605037
70,2017-NOV-weekend,Amsterdam,Hotel,4.0,4.3,2.1,176,5.170483995038151
71,2017-NOV-weekend,Amsterdam,Hotel,4.0,4.1,2.6,184,5.214935757608986
71,2017-NOV-weekday,Amsterdam,Hotel,4.0,4.1,2.6,103,4.634728988229636
71,2017-DEC-holiday,Amsterdam,Hotel,4.0,4.1,2.6,121,4.795790545596741
71,2018-JUNE-weekend,Amsterdam,Hotel,4.0,4.1,2.6,196,5.278114659230517
73,2017-NOV-weekday,Amsterdam,Hotel,3.0,3.7,0.8,127,4.844187086458591
73,2017-DEC-holiday,Amsterdam,Hotel,3.0,3.7,0.8,118,4.770684624465665
75,2017-DEC-holiday,Amsterdam,Hotel,3.0,4.0,3.9,84,4.430816798843313
75,2017-NOV-weekend,Amsterdam,Hotel,3.0,4.0,3.9,182,5.204006687076795
75,2017-NOV-weekday,Amsterdam,Hotel,3.0,4.0,3.9,72,4.276666119016055
75,2018-JUNE-weekend,Amsterdam,Hotel,3.0,4.0,3.9,187,5.231108616854587
76,2017-NOV-weekday,Amsterdam,Hotel,4.0,4.0,4.0,114,4.736198448394496
76,2017-DEC-holiday,Amsterdam,Hotel,4.0,4.0,4.0,72,4.276666119016055
76,2018-JUNE-weekend,Amsterdam,Hotel,4.0,4.0,4.0,104,4.6443908991413725
78,2017-DEC-holiday,Amsterdam,Hotel,3.0,3.7,4.2,107,4.672828834461906
78,2017-NOV-weekday,Amsterdam,Hotel,3.0,3.7,4.2,68,4.219507705176107
80,2018-JUNE-weekend,Amsterdam,Hotel,4.0,2.4,3.0,192,5.2574953720277815
80,2017-NOV-weekday,Amsterdam,Hotel,4.0,2.4,3.0,74,4.30406509320417
80,2017-NOV-weekend,Amsterdam,Hotel,4.0,2.4,3.0,155,5.043425116919247
80,2017-DEC-holiday,Amsterdam,Hotel,4.0,2.4,3.0,108,4.68213122712422
81,2017-DEC-holiday,Amsterdam,Hotel,3.0,4.4,1.7,111,4.709530201312334
81,2018-JUNE-weekend,Amsterdam,Hotel,3.0,4.4,1.7,237,5.4680601411351315
81,2017-NOV-weekday,Amsterdam,Hotel,3.0,4.4,1.7,111,4.709530201312334
82,2017-DEC-holiday,Amsterdam,Hotel,4.0,4.4,1.7,117,4.762173934797756
82,2017-NOV-weekday,Amsterdam,Hotel,4.0,4.4,1.7,117,4.762173934797756
82,2018-JUNE-weekend,Amsterdam,Hotel,4.0,4.4,1.7,258,5.552959584921617
83,2017-NOV-weekday,Amsterdam,Hotel,4.0,4.3,2.1,107,4.672828834461906
83,2018-JUNE-weekend,Amsterdam,Hotel,4.0,4.3,2.1,197,5.2832037287379885
83,2017-DEC-holiday,Amsterdam,Hotel,4.0,4.3,2.1,126,4.836281906951478
83,2017-NOV-weekend,Amsterdam,Hotel,4.0,4.3,2.1,224,5.4116460518550396
84,2017-DEC-holiday,Amsterdam,Hotel,3.0,4.5,2.4,125,4.8283137373023015
84,2017-NOV-weekend,Amsterdam,Hotel,3.0,4.5,2.4,182,5.204006687076795
84,2018-JUNE-weekend,Amsterdam,Hotel,3.0,4.5,2.4,235,5.459585514144159
84,2017-NOV-weekday,Amsterdam,Hotel,3.0,4.5,2.4,99,4.59511985013459
85,2017-DEC-holiday,Amsterdam,Hotel,3.0,4.0,2.2,114,4.736198448394496
85,2017-NOV-weekday,Amsterdam,Hotel,3.0,4.0,2.2,103,4.634728988229636
85,2017-NOV-weekend,Amsterdam,Hotel,3.0,4.0,2.2,172,5.147494476813453
86,2017-DEC-holiday,Amsterdam,Hotel,3.0,3.5,0.8,136,4.912654885736052
86,2017-NOV-weekday,Amsterdam,Hotel,3.0,3.5,0.8,106,4.663439094112067
87,2017-NOV-weekday,Amsterdam,Hotel,3.0,3.9,0.8,104,4.6443908991413725
88,2017-DEC-holiday,Amsterdam,Hotel,3.0,4.0,0.8,136,4.912654885736052
93,2017-NOV-weekday,Amsterdam,Hotel,3.5,3.5,1.6,83,4.418840607796598
93,2017-DEC-holiday,Amsterdam,Hotel,3.5,3.5,1.6,105,4.653960350157523
93,2017-NOV-weekend,Amsterdam,Hotel,3.5,3.5,1.6,178,5.181783550292085
95,2017-DEC-holiday,Amsterdam,Hotel,3.0,4.1,2.6,131,4.875197323201151
95,2018-JUNE-weekend,Amsterdam,Hotel,3.0,4.1,2.6,234,5.455321115357702
95,2017-NOV-weekend,Amsterdam,Hotel,3.0,4.1,2.6,207,5.332718793265369
95,2017-NOV-weekday,Amsterdam,Hotel,3.0,4.1,2.6,111,4.709530201312334
100,2017-NOV-weekday,Amsterdam,Hotel,2.0,3.5,0.9,112,4.718498871295094
100,2017-DEC-holiday,Amsterdam,Hotel,2.0,3.5,0.9,192,5.2574953720277815
101,2017-NOV-weekday,Amsterdam,Hotel,3.0,3.9,0.5,138,4.927253685157205
102,2017-DEC-holiday,Amsterdam,Hotel,3.0,4.1,0.9,172,5.147494476813453
102,2017-NOV-weekday,Amsterdam,Hotel,3.0,4.1,0.9,127,4.844187086458591
103,2017-DEC-holiday,Amsterdam,Hotel,3.0,3.5,0.5,156,5.049856007249537
103,2017-NOV-weekday,Amsterdam,Hotel,3.0,3.5,0.5,188,5.236441962829949
104,2017-NOV-weekday,Amsterdam,Hotel,2.0,3.2,0.4,145,4.976733742420574
104,2017-DEC-holiday,Amsterdam,Hotel,2.0,3.2,0.4,127,4.844187086458591
105,2017-DEC-holiday,Amsterdam,Hotel,4.0,3.7,0.5,188,5.236441962829949
105,2017-NOV-weekday,Amsterdam,Hotel,4.0,3.7,0.5,219,5.389071729816501
106,2017-NOV-weekday,Amsterdam,Hotel,3.0,2.9,0.6,99,4.59511985013459
106,2017-DEC-holiday,Amsterdam,Hotel,3.0,2.9,0.6,152,5.0238805208462765
109,2017-DEC-holiday,Amsterdam,Hotel,4.0,4.8,0.2,190,5.247024072160486
110,2017-NOV-weekday,Amsterdam,Hotel,2.0,4.1,0.2,121,4.795790545596741
111,2017-NOV-weekday,Amsterdam,Hotel,4.0,4.8,0.3,324,5.780743515792329
111,2017-DEC-holiday,Amsterdam,Hotel,4.0,4.8,0.3,324,5.780743515792329
111,2018-JUNE-weekend,Amsterdam,Hotel,4.0,4.8,0.3,540,6.29156913955832
112,2017-NOV-weekend,Amsterdam,Hotel,4.0,4.8,0.5,544,6.298949246855942
112,2017-DEC-holiday,Amsterdam,Hotel,4.0,4.8,0.5,323,5.777652323222656
112,2017-NOV-weekday,Amsterdam,Hotel,4.0,4.8,0.5,312,5.7430031878094825
113,2017-NOV-weekend,Amsterdam,Hotel,5.0,4.9,0.6,675,6.51471269087253
113,2017-DEC-holiday,Amsterdam,Hotel,5.0,4.9,0.6,675,6.51471269087253
113,2018-JUNE-weekend,Amsterdam,Hotel,5.0,4.9,0.6,864,6.761572768804055
113,2017-NOV-weekday,Amsterdam,Hotel,5.0,4.9,0.6,577,6.3578422665081
114,2017-NOV-weekday,Amsterdam,Apartment,3.0,3.5,1.0,139,4.9344739331306915
115,2017-NOV-weekday,Amsterdam,Hotel,4.0,4.6,0.3,342,5.834810737062605
115,2017-DEC-holiday,Amsterdam,Hotel,4.0,4.6,0.3,506,6.226536669287466
116,2017-NOV-weekday,Amsterdam,Hotel,4.0,4.9,0.3,219,5.389071729816501
116,2017-DEC-holiday,Amsterdam,Hotel,4.0,4.9,0.3,323,5.777652323222656
117,2017-DEC-holiday,Amsterdam,Hotel,4.0,4.0,0.4,263,5.572154032177765
117,2017-NOV-weekday,Amsterdam,Hotel,4.0,4.0,0.4,184,5.214935757608986
118,2017-NOV-weekday,Amsterdam,Hotel,5.0,4.8,0.4,355,5.872117789475416
118,2017-NOV-weekend,Amsterdam,Hotel,5.0,4.8,0.4,553,6.315358001522335
118,2018-JUNE-weekend,Amsterdam,Hotel,5.0,4.8,0.4,552,6.313548046277095
118,2017-DEC-holiday,Amsterdam,Hotel,5.0,4.8,0.4,407,6.008813185442595
119,2017-DEC-holiday,Amsterdam,Hotel,2.5,3.7,0.7,130,4.867534450455582
119,2017-NOV-weekday,Amsterdam,Hotel,2.5,3.7,0.7,110,4.700480365792417
120,2017-NOV-weekday,Amsterdam,Hotel,2.0,3.0,0.6,107,4.672828834461906
120,2017-DEC-holiday,Amsterdam,Hotel,2.0,3.0,0.6,139,4.9344739331306915
121,2017-NOV-weekday,Amsterdam,Hotel,2.0,3.0,0.6,91,4.51085950651685
121,2017-DEC-holiday,Amsterdam,Hotel,2.0,3.0,0.6,100,4.605170185988092
121,2017-NOV-weekend,Amsterdam,Hotel,2.0,3.0,0.6,277,5.6240175061873385
121,2018-JUNE-weekend,Amsterdam,Hotel,2.0,3.0,0.6,314,5.749392985908253
122,2017-DEC-holiday,Amsterdam,Hotel,2.5,3.0,0.6,114,4.736198448394496
122,2017-NOV-weekday,Amsterdam,Hotel,2.5,3.0,0.6,114,4.736198448394496
123,2017-DEC-holiday,Amsterdam,Hotel,3.0,3.5,0.4,146,4.983606621708336
123,2017-NOV-weekday,Amsterdam,Hotel,3.0,3.5,0.4,167,5.117993812416755
125,2017-NOV-weekend,Amsterdam,Hotel,3.0,4.0,1.0,263,5.572154032177765
125,2017-NOV-weekday,Amsterdam,Hotel,3.0,4.0,1.0,109,4.6913478822291435
125,2017-DEC-holiday,Amsterdam,Hotel,3.0,4.0,1.0,134,4.897839799950911
126,2017-DEC-holiday,Amsterdam,Hotel,5.0,4.6,0.4,430,6.063785208687608
126,2018-JUNE-weekend,Amsterdam,Hotel,5.0,4.6,0.4,487,6.18826412308259
126,2017-NOV-weekday,Amsterdam,Hotel,5.0,4.6,0.4,443,6.093569770045136
126,2017-NOV-weekend,Amsterdam,Hotel,5.0,4.6,0.4,472,6.156978985585555
127,2018-JUNE-weekend,Amsterdam,Hotel,5.0,4.5,0.4,394,5.976350909297934
127,2017-DEC-holiday,Amsterdam,Hotel,5.0,4.5,0.4,239,5.476463551931511
127,2017-NOV-weekend,Amsterdam,Hotel,5.0,4.5,0.4,290,5.66988092298052
127,2017-NOV-weekday,Amsterdam,Hotel,5.0,4.5,0.4,222,5.402677381872279
128,2017-DEC-holiday,Amsterdam,Hotel,2.0,3.2,0.7,126,4.836281906951478
128,2017-NOV-weekday,Amsterdam,Hotel,2.0,3.2,0.7,160,5.075173815233827
129,2017-DEC-holiday,Amsterdam,Hotel,4.0,4.0,0.8,149,5.003946305945459
129,2017-NOV-weekend,Amsterdam,Hotel,4.0,4.0,0.8,242,5.488937726156687
129,2017-NOV-weekday,Amsterdam,Hotel,4.0,4.0,0.8,172,5.147494476813453
130,2017-NOV-weekday,Amsterdam,Hotel,3.0,4.0,1.0,126,4.836281906951478
