year,comp_id,begin,end,amort,curr_assets,curr_liab,extra_exp,extra_inc,extra_profit_loss,fixed_assets,inc_bef_tax,intang_assets,inventories,liq_assets,material_exp,personnel_exp,profit_loss_year,sales,share_eq,subscribed_cap,tang_assets,D,balsheet_flag,balsheet_length,balsheet_notfullyear,founded_year,exit_year,ceo_count,foreign,female,birth_year,inoffice_days,gender,origin,nace_main,ind2,ind,urban_m,region_m,founded_date,exit_date,labor_avg,status_alive,default,ln_sales,sales_mil,sales_mil_log,d1_sales_mil_log,age,new
2012,1101902.0,2012-01-01,2012-12-31,0.0,251.8518524169922,881.4815063476561,0.0,0.0,0.0,0.0,855.5555419921875,0.0,192.59259033203125,44.44444274902344,5422.22216796875,1807.4073486328125,770.370361328125,7481.4814453125,-629.629638671875,74.0740737915039,0.0,,0.0,365.0,0.0,,,,,,,,,,5610.0,56.0,3.0,2.0,West,2004-07-15,,,1,0,8.920186105544545,0.0074814814453125,-4.895324452419729,0.0,,1.0
2012,1109346.0,2012-01-01,2012-12-31,111.1111068725586,16314.814453125,1374.0740966796875,0.0,0.0,0.0,466.6666564941406,1137.0369873046875,0.0,0.0,13762.962890625,11014.814453125,21737.037109375,1003.7036743164062,33796.296875,15174.07421875,1851.851806640625,466.6666564941406,,0.0,365.0,0.0,2008.0,,1.0,0.0,0.0,1974.0,1995.0,male,Domestic,2732.0,27.0,2.0,2.0,Central,2008-02-13,,0.2416666746139526,1,0,10.428106515557742,0.033796296875,-3.387404042406532,0.2486721797245952,4.0,0.0
2012,1124461.0,2012-01-01,2012-12-31,0.0,24877.77734375,23774.07421875,0.0,0.0,0.0,0.0,2803.70361328125,0.0,0.0,259.2592468261719,2703.70361328125,48759.2578125,2748.148193359375,54170.37109375,1103.7037353515625,1851.851806640625,0.0,,0.0,365.0,0.0,2010.0,,1.0,0.0,0.0,1976.0,1853.0,male,Domestic,4120.0,41.0,,1.0,Central,2010-07-03,,1.3181818723678589,1,0,10.899889379168446,0.05417037109375,-2.9156211787958277,-2.9156211787958277,2.0,0.0
2012,1249266.0,2012-01-01,2012-12-31,0.0,10100.0,9659.2587890625,0.0,0.0,0.0,0.0,12962.962890625,0.0,0.0,607.4074096679688,303.7037048339844,0.0,0.0,13559.2587890625,429.629638671875,37.03703689575195,0.0,,0.0,365.0,0.0,,,,,,,,,,2711.0,27.0,2.0,2.0,Central,1998-02-09,,,1,0,9.514824898426827,0.0135592587890625,-4.300685659537447,0.0,,1.0
2012,1272750.0,2012-01-01,2012-12-31,2922.22216796875,115288.890625,53907.40625,0.0,0.0,0.0,5222.22216796875,2781.4814453125,0.0,40.74074172973633,17929.62890625,93188.890625,30929.62890625,2485.185302734375,133651.859375,3674.073974609375,1851.851806640625,5222.22216796875,,0.0,365.0,0.0,2011.0,,1.0,0.0,1.0,1958.0,1976.0,female,Domestic,5510.0,55.0,3.0,1.0,Central,2011-07-26,,0.4305555522441864,1,0,11.802993633741147,0.133651859375,-2.012516924223127,0.0,1.0,1.0
2012,1289273.0,2012-01-01,2012-12-31,800.0,21077.77734375,34659.2578125,0.0,0.0,0.0,2881.4814453125,2548.148193359375,0.0,5707.4072265625,10985.185546875,65225.92578125,18537.037109375,2292.592529296875,87803.703125,-10937.037109375,2444.4443359375,2881.4814453125,,0.0,365.0,0.0,,,,,,,,,,5629.0,56.0,3.0,3.0,Central,1995-03-25,,0.25,1,0,11.382858955556115,0.087803703125,-2.4326516024081597,0.0,,1.0
2012,1340059.0,2012-01-01,2012-12-31,144.44444274902344,5092.5927734375,14148.1484375,0.0,0.0,0.0,203.7037048339844,-4070.370361328125,0.0,366.6666564941406,4725.92578125,30225.92578125,6685.18505859375,-4100.0,34211.109375,-9770.3701171875,1851.851806640625,203.7037048339844,,0.0,365.0,0.0,2010.0,2015.0,1.0,0.0,1.0,1948.0,2432.0,female,Domestic,5610.0,56.0,3.0,1.0,Central,2010-04-29,2015-09-17,0.0909090936183929,1,1,10.440305705829376,0.034211109375,-3.3752048521348987,0.4516603648827875,2.0,0.0
2012,1388236.0,2012-01-01,2012-12-31,3959.25927734375,75300.0,20292.591796875,0.0,0.0,0.0,40140.7421875,81877.78125,1911.111083984375,0.0,23803.703125,203148.140625,26237.037109375,73688.890625,317648.15625,95148.1484375,9259.2587890625,38229.62890625,,0.0,365.0,0.0,2008.0,,2.0,0.0,0.5,1973.5,2634.0,mix,Domestic,2899.0,28.0,2.0,3.0,East,2008-09-02,,0.25,1,0,12.66869962233343,0.31764815625,-1.1468109356308442,0.03477241446900026,4.0,0.0
2012,1503918.0,2012-01-01,2012-12-31,1240.74072265625,1662.9630126953125,33396.296875,0.0,0.0,0.0,60518.51953125,-12281.4814453125,0.0,1651.851806640625,11.11111068725586,20688.888671875,12570.3701171875,-12300.0,22777.77734375,28785.185546875,74074.0703125,60518.51953125,,0.0,365.0,0.0,1996.0,,3.0,0.0,0.3333333432674408,1974.3333740234373,2279.0,mix,Domestic,5610.0,56.0,3.0,1.0,Central,1996-07-19,,0.0833333358168602,1,0,10.033540661729448,0.02277777734375,-3.7819698962348265,0.1453547405613742,16.0,0.0
2012,1613411.0,2012-01-01,2012-12-31,0.0,19018.517578125,12407.4072265625,0.0,0.0,0.0,0.0,855.5555419921875,0.0,0.0,3496.29638671875,59481.48046875,0.0,770.370361328125,58803.703125,6611.111328125,1851.851806640625,0.0,,0.0,365.0,0.0,2010.0,,1.0,0.0,0.0,1955.0,2244.0,male,Domestic,2740.0,27.0,2.0,1.0,Central,2010-11-04,,,1,0,10.981960110219994,0.058803703125,-2.83355044774428,-1.0384520667992054,2.0,0.0
2012,1627539.0,2012-01-01,2012-12-31,59.25925827026367,22011.111328125,44948.1484375,0.0,0.0,0.0,0.0,-21255.5546875,0.0,0.0,20751.8515625,99011.109375,5100.0,-21577.77734375,85418.515625,-22400.0,1851.851806640625,0.0,,0.0,365.0,0.0,2011.0,2015.0,1.0,1.0,0.0,,420.0,male,Foreign,5610.0,56.0,3.0,2.0,East,2011-10-23,2015-11-26,0.0833333358168602,1,1,11.35531816687383,0.085418515625,-2.460192391090444,0.0,1.0,1.0
2012,1645853.0,2012-01-01,2012-12-31,10581.4814453125,15540.7412109375,14133.3330078125,833.3333129882812,0.0,-833.3333129882812,75874.0703125,1311.111083984375,0.0,2366.666748046875,12581.4814453125,39233.33203125,19625.92578125,1159.25927734375,71681.484375,58122.22265625,57407.40625,75862.9609375,,0.0,365.0,0.0,1989.0,,1.0,0.0,0.0,1966.0,5070.0,male,Domestic,5510.0,55.0,3.0,3.0,West,1989-08-23,,0.2272727340459823,1,0,11.179987755790982,0.071681484375,-2.635522802173292,-0.313263959515488,23.0,0.0
2012,1659112.0,2012-01-01,2012-12-31,0.0,1618.5185546875,7266.66650390625,0.0,0.0,0.0,5555.5556640625,-1307.4073486328125,0.0,0.0,137.0370330810547,77.77777862548828,2374.073974609375,-1311.111083984375,1166.6666259765625,-92.59259033203124,1851.851806640625,0.0,,0.0,365.0,0.0,2010.0,,1.0,0.0,0.0,1962.0,1621.0,male,Domestic,5610.0,56.0,3.0,2.0,Central,2010-03-03,,0.25,1,0,7.061905923932162,0.0011666666259765625,-6.753604634032111,-6.753604634032111,2.0,0.0
2012,1814751.0,2012-01-01,2012-12-31,0.0,2281.4814453125,625.9259033203125,0.0,0.0,0.0,0.0,1203.7037353515625,0.0,348.1481628417969,1214.8148193359375,7562.962890625,6096.29638671875,1081.4814453125,14862.962890625,1655.5555419921875,1851.851806640625,0.0,,0.0,365.0,0.0,2010.0,,1.0,0.0,1.0,1955.0,1850.0,female,Domestic,5610.0,56.0,3.0,2.0,East,2010-11-26,,0.0833333358168602,1,0,9.606627685383684,0.014862962890625,-4.20888287258059,0.19047829701173313,2.0,0.0
2012,1840310.0,2012-01-01,2012-12-31,1748.148193359375,36344.4453125,46100.0,48.14814758300781,0.0,-48.14814758300781,3062.962890625,-15888.888671875,0.0,3285.185302734375,32644.4453125,108337.0390625,53366.66796875,-16155.5556640625,149770.375,-6488.888671875,11111.111328125,3062.962890625,,0.0,365.0,0.0,2002.0,,2.0,0.0,0.5,1967.5,4104.0,mix,Domestic,5610.0,56.0,3.0,3.0,Central,2002-12-31,,0.9583333730697632,1,0,11.916858566822526,0.149770375,-1.8986519911417472,-0.06789756827481375,10.0,0.0
2012,1885666.0,2012-01-01,2012-12-31,0.0,8359.2587890625,14955.5556640625,0.0,0.0,0.0,0.0,922.2222290039062,0.0,40.74074172973633,2111.111083984375,6462.962890625,1540.74072265625,874.0740966796875,9940.7412109375,-6596.29638671875,1851.851806640625,0.0,,0.0,365.0,0.0,2009.0,2015.0,1.0,0.0,1.0,1982.0,2804.0,female,Domestic,5610.0,56.0,3.0,2.0,West,2009-04-23,2015-07-05,0.0833333358168602,1,1,9.204396865375305,0.0099407412109375,-4.611113692588969,-0.5808909387151617,3.0,0.0
2012,1988363.0,2012-01-01,2012-12-31,49233.33203125,155837.03125,341470.375,0.0,0.0,0.0,779492.5625,4048.148193359375,0.0,24611.111328125,6688.888671875,422092.59375,148329.625,2744.4443359375,669222.25,301144.4375,11111.111328125,779492.5625,,0.0,365.0,0.0,2003.0,,1.0,0.0,0.0,1962.0,4681.0,male,Domestic,9602.0,96.0,,1.0,Central,2003-11-19,,1.9583333730697632,1,0,13.413871496197192,0.66922225,-0.4016390617670818,0.07307494390348429,9.0,0.0
2012,2007586.0,2012-01-01,2012-12-31,0.0,3170.370361328125,711.111083984375,0.0,0.0,0.0,0.0,2781.4814453125,0.0,1937.0369873046875,1207.4073486328125,5177.77783203125,5300.0,2603.70361328125,13807.4072265625,2459.25927734375,185.1851806640625,0.0,,0.0,365.0,0.0,1999.0,,1.0,0.0,1.0,1964.0,6359.0,female,Domestic,5610.0,56.0,3.0,3.0,East,1999-07-28,,0.0833333358168602,1,1,9.532960482691571,0.0138074072265625,-4.282550075272703,0.15993450077363303,13.0,0.0
2012,2028226.0,2012-01-01,2012-12-31,25.925926208496094,9248.1484375,7407.4072265625,0.0,0.0,0.0,0.0,233.3333282470703,0.0,0.0,74.0740737915039,570.370361328125,966.6666870117188,81.48148345947266,2096.29638671875,2700.0,1851.851806640625,0.0,,0.0,365.0,0.0,,,,,,,,,,5610.0,56.0,3.0,1.0,Central,2008-10-31,,0.0833333358168602,1,1,7.647927441321331,0.00209629638671875,-6.167583116642944,0.0,,1.0
2012,2185769.0,2012-01-01,2012-12-31,151.8518524169922,9681.4814453125,6607.4072265625,0.0,0.0,0.0,107.40740966796876,4214.81494140625,0.0,0.0,2707.407470703125,23188.888671875,10933.3330078125,3792.592529296875,39314.81640625,3181.4814453125,37.03703689575195,107.40740966796876,,0.0,365.0,0.0,,,,,,,,,,3320.0,33.0,2.0,2.0,Central,1999-04-14,,,1,0,10.579356734600392,0.03931481640625,-3.2361538233638814,0.0,,1.0
2012,2293689.0,2012-01-01,2012-12-31,381.4814758300781,4429.62939453125,6981.4814453125,0.0,0.0,0.0,2122.22216796875,155.55555725097656,0.0,4181.4814453125,248.1481475830078,49266.66796875,10292.5927734375,118.51851654052734,60300.0,-429.629638671875,1851.851806640625,2122.22216796875,,0.0,365.0,0.0,2009.0,,1.0,0.0,0.0,1976.0,2572.0,male,Domestic,5610.0,56.0,3.0,3.0,East,2009-12-16,,0.1597222238779068,1,0,11.007087382715277,0.0603,-2.8084231752489974,0.16576503475811233,3.0,0.0
2012,2371138.0,2012-01-01,2012-12-31,0.0,2485.185302734375,514.8148193359375,0.0,0.0,0.0,0.0,37.03703689575195,0.0,740.74072265625,1744.4444580078125,5611.111328125,1688.888916015625,33.33333206176758,7337.037109375,1970.370361328125,1851.851806640625,0.0,,0.0,365.0,0.0,2009.0,,1.0,1.0,0.0,,2614.0,male,Foreign,5630.0,56.0,3.0,3.0,Central,2009-11-03,,0.1666666716337204,1,0,8.9006903765416,0.007337037109375,-4.914820181422673,-0.032284897113282085,3.0,0.0
2012,2407000.0,2012-01-01,2012-12-31,0.0,14425.92578125,17011.111328125,0.0,0.0,0.0,13570.3701171875,659.25927734375,0.0,7544.4443359375,1711.111083984375,37014.81640625,15892.5927734375,551.8518676757812,49333.33203125,3577.77783203125,1851.851806640625,13570.3701171875,,0.0,365.0,0.0,2010.0,2016.0,1.0,0.0,0.0,1982.0,1965.0,male,Domestic,5610.0,56.0,3.0,2.0,Central,2010-01-19,2016-06-13,0.1319444477558136,1,1,10.806355237684562,0.04933333203125,-3.009155320279713,0.44520842877781863,2.0,0.0
2012,2454300.0,2012-01-01,2012-12-31,140.74073791503906,2081.4814453125,4159.25927734375,0.0,0.0,0.0,1444.4444580078125,-2429.629638671875,0.0,2018.5185546875,62.96296310424805,36507.40625,20959.259765625,-2477.77783203125,55540.7421875,-633.3333129882812,1851.851806640625,1444.4444580078125,,0.0,365.0,0.0,2011.0,,2.0,0.0,0.5,1971.0,1841.0,mix,Domestic,5630.0,56.0,3.0,3.0,East,2011-12-15,,0.25,1,0,10.924872123888177,0.0555407421875,-2.8906384340760964,0.0,1.0,1.0
2012,2587773.0,2012-01-01,2012-12-31,0.0,3337.037109375,4303.70361328125,0.0,0.0,0.0,0.0,1455.5555419921875,0.0,0.0,3337.037109375,16844.4453125,10362.962890625,1311.111083984375,29562.962890625,-966.6666870117188,1851.851806640625,0.0,,0.0,365.0,0.0,2009.0,,2.0,0.0,0.5,1972.5,2833.0,mix,Domestic,5610.0,56.0,3.0,3.0,East,2009-03-25,,0.1597222238779068,1,0,10.29427760314553,0.029562962890625,-3.5212329548187444,-0.08854490606521814,3.0,0.0
2012,2705005.0,2012-01-01,2012-12-31,2974.073974609375,57300.0,18288.888671875,0.0,466.6666564941406,466.6666564941406,34266.66796875,1859.25927734375,0.0,20659.259765625,13370.3701171875,74859.2578125,64581.48046875,0.0,146944.4375,62862.96484375,11111.111328125,34266.66796875,,0.0,365.0,0.0,1991.0,,1.0,0.0,0.0,1947.0,3104.0,male,Domestic,3312.0,33.0,2.0,3.0,Central,1991-12-16,,0.6439393758773804,1,0,11.897809818119391,0.1469444375,-1.9177007398448824,0.13096017351145783,21.0,0.0
2012,2744278.0,2012-01-01,2012-12-31,1437.0369873046875,8581.4814453125,39781.48046875,0.0,0.0,0.0,51137.03515625,-485.1851806640625,0.0,0.0,900.0,351.8518371582031,0.0,-488.8888854980469,1518.5185546875,11637.037109375,11111.111328125,51137.03515625,,0.0,365.0,0.0,2000.0,,1.0,1.0,0.0,1956.0,6060.0,male,Foreign,5520.0,55.0,3.0,2.0,Central,2000-05-01,,,1,0,7.325490503500713,0.0015185185546875,-6.490020054463561,0.4066854151606316,12.0,0.0
2012,2792794.0,2012-01-01,2012-12-31,0.0,2048.148193359375,174.07408142089844,0.0,0.0,0.0,0.0,437.03704833984375,0.0,0.0,2048.148193359375,544.4444580078125,0.0,392.5925903320313,1000.0,1874.0740966796875,1851.851806640625,0.0,,0.0,365.0,0.0,2011.0,,2.0,0.0,0.5,1981.0,1822.0,mix,Domestic,5590.0,55.0,3.0,3.0,East,2011-07-24,,,1,0,6.907755278982137,0.001,-6.907755278982137,0.0,1.0,1.0
2012,2904923.0,2012-01-01,2012-12-31,296.2962951660156,10029.6298828125,17222.22265625,0.0,5333.33349609375,5333.33349609375,374.0740661621094,-3481.4814453125,0.0,9700.0,329.629638671875,39618.51953125,9266.6669921875,-3481.4814453125,42737.03515625,-6818.5185546875,11111.111328125,374.0740661621094,,0.0,365.0,0.0,2007.0,,1.0,0.0,1.0,1978.0,3545.0,female,Domestic,5630.0,56.0,3.0,3.0,Central,2007-02-27,,0.1527777761220932,1,0,10.662821157170066,0.04273703515625,-3.152689400794208,0.0026032236118957996,5.0,0.0
2012,2929590.0,2012-01-01,2012-12-31,311.1111145019531,10151.8515625,1100.0,0.0,0.0,0.0,1418.5185546875,2940.74072265625,0.0,8866.6669921875,703.7036743164064,26644.4453125,5540.74072265625,2574.073974609375,36429.62890625,4918.5185546875,74.0740737915039,1418.5185546875,,0.0,365.0,0.0,1992.0,,1.0,0.0,0.0,1981.0,3512.0,male,Domestic,5610.0,56.0,3.0,1.0,Central,1992-06-17,,0.1666666716337204,1,0,10.503137703462942,0.03642962890625,-3.3123728545013322,0.02574542005941538,20.0,0.0
2012,2959476.0,2012-01-01,2012-12-31,8903.7041015625,197288.890625,6870.37060546875,0.0,0.0,0.0,60874.07421875,47996.296875,0.0,13551.8515625,125040.7421875,188348.140625,43151.8515625,42718.51953125,300607.40625,251292.59375,370.370361328125,60874.07421875,,0.0,365.0,0.0,2000.0,,1.0,0.0,0.0,1974.0,3111.0,male,Domestic,2899.0,28.0,2.0,1.0,Central,2000-02-29,,0.5069444179534912,1,0,12.613560394221048,0.30060740625,-1.2019501637432262,0.49058755291125733,12.0,0.0
2012,3080595.0,2012-01-01,2012-12-31,8488.888671875,195933.328125,84455.5546875,0.0,0.0,0.0,27918.517578125,34274.07421875,0.0,141107.40625,6633.33349609375,338337.03125,193792.59375,31059.259765625,403729.625,135837.03125,11111.111328125,27918.517578125,,0.0,365.0,0.0,1991.0,,1.0,0.0,0.0,1926.0,6466.0,male,Domestic,2821.0,28.0,2.0,1.0,Central,1991-12-19,,0.9469696879386902,1,0,12.908500687849347,0.403729625,-0.9070098701149261,-0.6354878511226526,21.0,0.0
2012,3228704.0,2012-01-01,2012-12-31,39803.703125,182085.1875,186911.109375,185.1851806640625,0.0,-185.1851806640625,960129.625,-92255.5546875,192.59259033203125,65129.62890625,29703.703125,511459.25,204803.703125,-93114.8125,638500.0,820881.5,25925.92578125,959937.0625,,0.0,365.0,0.0,1993.0,,1.0,0.0,0.0,1960.0,3490.0,male,Domestic,5610.0,56.0,3.0,2.0,East,1993-12-21,,2.598484754562378,1,0,13.366876954454732,0.6385,-0.4486336035095431,-0.2703749071094421,19.0,0.0
2012,3258033.0,2012-01-01,2012-12-31,16100.0,29500.0,40614.81640625,0.0,0.0,0.0,497777.78125,-74111.109375,0.0,0.0,3848.148193359375,47348.1484375,11351.8515625,-74214.8125,48855.5546875,-23974.07421875,62962.96484375,497777.78125,,0.0,365.0,0.0,2004.0,,1.0,1.0,0.0,,273.0,male,Foreign,5510.0,55.0,3.0,1.0,Central,2004-07-27,,0.128787875175476,1,0,10.796623360064885,0.0488555546875,-3.0188871978993883,2.816523737801077,8.0,0.0
2012,3298228.0,2012-01-01,2012-12-31,318.5185241699219,22396.296875,996.2963256835936,0.0,0.0,0.0,23944.4453125,403.7037048339844,0.0,15218.5185546875,3785.185302734375,18140.740234375,2266.666748046875,196.2962951660156,25062.962890625,45307.40625,740.74072265625,129.62962341308594,,0.0,365.0,0.0,1996.0,,2.0,0.0,0.5,1964.5,3442.0,mix,Domestic,2825.0,28.0,2.0,3.0,Central,1996-12-30,,0.0833333358168602,1,1,10.129146453329739,0.025062962890625,-3.686364104634536,0.2730611321032428,16.0,0.0
2012,3342875.0,2012-01-01,2012-12-31,0.0,3740.74072265625,1507.4073486328125,0.0,0.0,0.0,0.0,518.5184936523438,0.0,0.0,3737.037109375,2266.666748046875,2814.814697265625,466.6666564941406,5911.111328125,2474.073974609375,1851.851806640625,0.0,,0.0,365.0,0.0,2009.0,,1.0,0.0,0.0,1952.0,1922.0,male,Domestic,5630.0,56.0,3.0,2.0,Central,2009-12-17,,0.0833333358168602,1,0,8.68458913470639,0.005911111328125,-5.130921423257883,0.08496297557518862,3.0,0.0
2012,3372747.0,2012-01-01,2012-12-31,15359.2587890625,27207.408203125,48562.96484375,0.0,0.0,0.0,452037.03125,-14322.22265625,422.2222290039063,1333.3333740234375,6400.0,126618.5234375,80588.890625,-14785.185546875,194870.375,39814.81640625,11111.111328125,451614.8125,,0.0,365.0,0.0,2003.0,,1.0,0.0,0.0,1954.0,3083.0,male,Domestic,5610.0,56.0,3.0,3.0,Central,2003-06-17,,0.6597222089767456,1,0,12.180089872916158,0.194870375,-1.6354206850481159,-0.017633167727666876,9.0,0.0
2012,3615626.0,2012-01-01,2012-12-31,8051.85205078125,51792.59375,28337.037109375,0.0,0.0,0.0,150433.328125,1351.851806640625,0.0,2433.333251953125,8492.5927734375,281.4814758300781,7707.4072265625,1218.5185546875,17777.77734375,173888.890625,18518.517578125,150433.328125,,0.0,365.0,0.0,2000.0,,1.0,1.0,0.0,,1880.0,male,Foreign,5610.0,56.0,3.0,1.0,Central,2000-11-30,,0.75,1,0,9.785704492465682,0.01777777734375,-4.029806065498592,-4.029806065498592,12.0,0.0
2012,3914397.0,2012-01-01,2012-12-31,33.33333206176758,970.370361328125,15451.8515625,0.0,0.0,0.0,140.74073791503906,-2566.666748046875,0.0,22.22222137451172,251.8518524169922,15925.92578125,2174.073974609375,-2600.0,15259.2587890625,-14340.7412109375,370.370361328125,140.74073791503906,,0.0,365.0,0.0,2002.0,,1.0,0.0,0.0,1967.0,5109.0,male,Domestic,5610.0,56.0,3.0,2.0,Central,2002-12-16,,,1,0,9.632941731513469,0.0152592587890625,-4.182568826450805,-0.6129527700497812,10.0,0.0
