,date,p_SP500,p_MSFT,year,month
79,1998-04-23,1119.579956,23.625,1998,4
80,1998-04-24,1107.900024,23.03125,1998,4
81,1998-04-27,1086.540039,22.578125,1998,4
82,1998-04-28,1085.109985,22.46875,1998,4
83,1998-04-29,1094.619995,22.625,1998,4
84,1998-04-30,1111.75,22.53125,1998,4
85,1998-05-01,1121.0,22.40625,1998,5
86,1998-05-04,1122.069946,22.015625,1998,5
87,1998-05-05,1115.5,21.9375,1998,5
88,1998-05-06,1104.920044,21.59375,1998,5
89,1998-05-07,1095.140015,20.84375,1998,5
90,1998-05-08,1108.140015,21.4375,1998,5
91,1998-05-11,1106.640015,21.0625,1998,5
92,1998-05-12,1115.790039,21.421875,1998,5
93,1998-05-13,1118.859985,21.734375,1998,5
94,1998-05-14,1117.369995,22.234375,1998,5
95,1998-05-15,1108.72998,22.359375,1998,5
96,1998-05-18,1105.819946,21.515625,1998,5
97,1998-05-19,1109.52002,21.625,1998,5
98,1998-05-20,1119.060059,21.4375,1998,5
99,1998-05-21,1114.640015,21.59375,1998,5
100,1998-05-22,1110.469971,21.390625,1998,5
101,1998-05-26,1094.02002,20.90625,1998,5
102,1998-05-27,1092.22998,21.5,1998,5
103,1998-05-28,1097.599976,21.578125,1998,5
104,1998-05-29,1090.819946,21.203125,1998,5
105,1998-06-01,1090.97998,20.9375,1998,6
106,1998-06-02,1093.219971,21.375,1998,6
107,1998-06-03,1082.72998,21.078125,1998,6
108,1998-06-04,1094.829956,21.515625,1998,6
109,1998-06-05,1113.859985,21.5625,1998,6
110,1998-06-08,1115.719971,21.421875,1998,6
111,1998-06-09,1118.410034,21.765625,1998,6
112,1998-06-10,1112.280029,21.5,1998,6
113,1998-06-11,1094.579956,21.328125,1998,6
114,1998-06-12,1098.839966,21.4375,1998,6
115,1998-06-15,1077.01001,21.484375,1998,6
116,1998-06-16,1087.589966,22.46875,1998,6
117,1998-06-17,1107.109985,22.765625,1998,6
118,1998-06-18,1106.369995,22.796875,1998,6
119,1998-06-19,1100.650024,23.671875,1998,6
120,1998-06-22,1103.209961,23.953125,1998,6
121,1998-06-23,1119.48999,25.1875,1998,6
122,1998-06-24,1132.880005,26.234375,1998,6
123,1998-06-25,1129.280029,25.390625,1998,6
124,1998-06-26,1133.199951,26.109375,1998,6
125,1998-06-29,1138.48999,26.859375,1998,6
126,1998-06-30,1133.839966,27.09375,1998,6
127,1998-07-01,1148.560059,27.34375,1998,7
128,1998-07-02,1146.420044,26.8125,1998,7
129,1998-07-06,1157.329956,26.953125,1998,7
130,1998-07-07,1154.660034,26.984375,1998,7
131,1998-07-08,1166.380005,27.46875,1998,7
132,1998-07-09,1158.560059,27.75,1998,7
133,1998-07-10,1164.329956,28.296875,1998,7
134,1998-07-13,1165.189941,29.390625,1998,7
135,1998-07-14,1177.579956,29.125,1998,7
136,1998-07-15,1174.810059,29.34375,1998,7
137,1998-07-16,1183.98999,29.34375,1998,7
138,1998-07-17,1186.75,29.484375,1998,7
139,1998-07-20,1184.099976,29.25,1998,7
140,1998-07-21,1165.069946,28.203125,1998,7
141,1998-07-22,1164.079956,29.1875,1998,7
142,1998-07-23,1139.75,28.25,1998,7
143,1998-07-24,1140.800049,28.453125,1998,7
144,1998-07-27,1147.27002,29.1875,1998,7
145,1998-07-28,1130.23999,28.0625,1998,7
146,1998-07-29,1125.209961,27.671875,1998,7
147,1998-07-30,1142.949951,28.359375,1998,7
148,1998-07-31,1120.670044,27.484375,1998,7
149,1998-08-03,1112.439941,27.109375,1998,8
150,1998-08-04,1072.119995,26.125,1998,8
151,1998-08-05,1081.430054,26.078125,1998,8
152,1998-08-06,1089.630005,26.71875,1998,8
153,1998-08-07,1089.449951,26.46875,1998,8
154,1998-08-10,1083.140015,26.109375,1998,8
155,1998-08-11,1068.97998,25.859375,1998,8
156,1998-08-12,1084.219971,26.265625,1998,8
157,1998-08-13,1074.910034,25.984375,1998,8
158,1998-08-14,1062.75,26.0625,1998,8
159,1998-08-17,1083.670044,26.828125,1998,8
160,1998-08-18,1101.199951,27.8125,1998,8
161,1998-08-19,1098.060059,27.640625,1998,8
162,1998-08-20,1091.599976,28.140625,1998,8
163,1998-08-21,1081.23999,27.65625,1998,8
164,1998-08-24,1088.140015,27.59375,1998,8
165,1998-08-25,1092.849976,28.203125,1998,8
166,1998-08-26,1084.189941,28.140625,1998,8
167,1998-08-27,1042.589966,27.3125,1998,8
168,1998-08-28,1027.140015,26.3125,1998,8
169,1998-08-31,957.280029,23.984375,1998,8
170,1998-09-01,994.26001,25.3125,1998,9
171,1998-09-02,990.47998,25.140625,1998,9
172,1998-09-03,982.26001,24.8125,1998,9
173,1998-09-04,973.890015,24.15625,1998,9
174,1998-09-08,1023.460022,25.492188,1998,9
175,1998-09-09,1006.200012,25.5625,1998,9
176,1998-09-10,980.190002,25.1875,1998,9
177,1998-09-11,1009.059998,26.0625,1998,9
178,1998-09-14,1029.719971,26.5,1998,9
179,1998-09-15,1037.680054,27.078125,1998,9
180,1998-09-16,1045.47998,27.046875,1998,9
181,1998-09-17,1018.869995,26.234375,1998,9
182,1998-09-18,1020.090027,26.34375,1998,9
183,1998-09-21,1023.890015,26.96875,1998,9
184,1998-09-22,1029.630005,27.296875,1998,9
185,1998-09-23,1066.089966,28.40625,1998,9
186,1998-09-24,1042.719971,27.53125,1998,9
187,1998-09-25,1044.75,28.265625,1998,9
188,1998-09-28,1048.689941,27.828125,1998,9
189,1998-09-29,1049.02002,28.21875,1998,9
190,1998-09-30,1017.01001,27.515625,1998,9
191,1998-10-01,986.390015,26.015625,1998,10
192,1998-10-02,1002.599976,26.03125,1998,10
193,1998-10-05,988.559998,25.296875,1998,10
194,1998-10-06,984.590027,24.40625,1998,10
195,1998-10-07,970.679993,23.53125,1998,10
196,1998-10-08,959.440002,22.796875,1998,10
197,1998-10-09,984.390015,24.21875,1998,10
198,1998-10-12,997.710022,24.9375,1998,10
199,1998-10-13,994.799988,24.109375,1998,10
200,1998-10-14,1005.530029,25.046875,1998,10
201,1998-10-15,1047.48999,26.359375,1998,10
202,1998-10-16,1056.420044,26.265625,1998,10
203,1998-10-19,1062.390015,25.734375,1998,10
204,1998-10-20,1063.930054,25.0625,1998,10
205,1998-10-21,1069.920044,26.609375,1998,10
206,1998-10-22,1078.47998,27.5,1998,10
207,1998-10-23,1070.670044,26.59375,1998,10
208,1998-10-26,1072.319946,26.765625,1998,10
209,1998-10-27,1065.339966,26.359375,1998,10
210,1998-10-28,1068.089966,26.421875,1998,10
211,1998-10-29,1085.930054,26.65625,1998,10
212,1998-10-30,1098.670044,26.46875,1998,10
213,1998-11-02,1111.599976,26.453125,1998,11
214,1998-11-03,1110.839966,26.296875,1998,11
215,1998-11-04,1118.670044,26.375,1998,11
216,1998-11-05,1133.849976,26.59375,1998,11
217,1998-11-06,1141.01001,27.328125,1998,11
218,1998-11-09,1130.199951,27.671875,1998,11
219,1998-11-10,1128.26001,28.015625,1998,11
220,1998-11-11,1120.969971,27.765625,1998,11
221,1998-11-12,1117.689941,27.1875,1998,11
222,1998-11-13,1125.719971,27.5,1998,11
223,1998-11-16,1135.869995,27.203125,1998,11
224,1998-11-17,1139.319946,27.96875,1998,11
225,1998-11-18,1144.47998,27.4375,1998,11
226,1998-11-19,1152.609985,27.9375,1998,11
227,1998-11-20,1163.550049,28.40625,1998,11
228,1998-11-23,1188.209961,29.796875,1998,11
229,1998-11-24,1182.98999,30.421875,1998,11
230,1998-11-25,1186.869995,31.0625,1998,11
231,1998-11-27,1192.329956,32.015625,1998,11
232,1998-11-30,1163.630005,30.5,1998,11
233,1998-12-01,1175.280029,32.375,1998,12
234,1998-12-02,1171.25,31.6875,1998,12
235,1998-12-03,1150.140015,30.53125,1998,12
236,1998-12-04,1176.73999,31.84375,1998,12
237,1998-12-07,1187.699951,33.390625,1998,12
238,1998-12-08,1181.380005,32.796875,1998,12
239,1998-12-09,1183.48999,33.40625,1998,12
240,1998-12-10,1165.02002,32.890625,1998,12
241,1998-12-11,1166.459961,33.5,1998,12
242,1998-12-14,1141.199951,31.984375,1998,12
243,1998-12-15,1162.829956,32.96875,1998,12
244,1998-12-16,1161.939941,33.4375,1998,12
245,1998-12-17,1179.97998,33.59375,1998,12
246,1998-12-18,1188.030029,34.453125,1998,12
247,1998-12-21,1202.839966,35.109375,1998,12
248,1998-12-22,1203.569946,34.609375,1998,12
249,1998-12-23,1228.540039,35.890625,1998,12
250,1998-12-24,1226.27002,35.4375,1998,12
251,1998-12-28,1225.48999,35.59375,1998,12
252,1998-12-29,1241.810059,35.125,1998,12
253,1998-12-30,1231.930054,34.75,1998,12
254,1998-12-31,1229.22998,34.671875,1998,12
255,1999-01-04,1228.099976,35.25,1999,1
256,1999-01-05,1244.780029,36.625,1999,1
257,1999-01-06,1272.339966,37.8125,1999,1
258,1999-01-07,1269.72998,37.625,1999,1
259,1999-01-08,1275.089966,37.46875,1999,1
260,1999-01-11,1263.880005,36.875,1999,1
261,1999-01-12,1239.51001,35.546875,1999,1
262,1999-01-13,1234.400024,35.953125,1999,1
263,1999-01-14,1212.189941,35.4375,1999,1
264,1999-01-15,1243.26001,37.4375,1999,1
265,1999-01-19,1252.0,38.90625,1999,1
266,1999-01-20,1256.619995,40.65625,1999,1
267,1999-01-21,1235.160034,39.578125,1999,1
268,1999-01-22,1225.189941,39.0625,1999,1
269,1999-01-25,1233.97998,40.46875,1999,1
270,1999-01-26,1252.310059,42.890625,1999,1
271,1999-01-27,1243.170044,42.15625,1999,1
272,1999-01-28,1265.369995,43.5,1999,1
273,1999-01-29,1279.640015,43.75,1999,1
274,1999-02-01,1273.0,43.234375,1999,2
275,1999-02-02,1261.98999,41.90625,1999,2
276,1999-02-03,1272.069946,41.703125,1999,2
277,1999-02-04,1248.48999,39.765625,1999,2
278,1999-02-05,1239.400024,40.0,1999,2
279,1999-02-08,1243.77002,41.3125,1999,2
280,1999-02-09,1216.140015,40.015625,1999,2
281,1999-02-10,1223.550049,40.15625,1999,2
282,1999-02-11,1254.040039,40.6875,1999,2
283,1999-02-12,1230.130005,39.4375,1999,2
284,1999-02-16,1241.869995,39.0625,1999,2
285,1999-02-17,1224.030029,37.5,1999,2
286,1999-02-18,1237.280029,36.4375,1999,2
287,1999-02-19,1239.219971,36.9375,1999,2
288,1999-02-22,1272.140015,37.203125,1999,2
289,1999-02-23,1271.180054,38.859375,1999,2
290,1999-02-24,1253.410034,38.21875,1999,2
291,1999-02-25,1245.02002,38.375,1999,2
292,1999-02-26,1238.329956,37.53125,1999,2
293,1999-03-01,1236.160034,37.9375,1999,3
294,1999-03-02,1225.5,37.140625,1999,3
295,1999-03-03,1227.699951,37.40625,1999,3
296,1999-03-04,1246.640015,38.0625,1999,3
297,1999-03-05,1275.469971,38.734375,1999,3
298,1999-03-08,1282.72998,39.75,1999,3
299,1999-03-09,1279.839966,40.453125,1999,3
300,1999-03-10,1286.839966,40.34375,1999,3
301,1999-03-11,1297.680054,40.359375,1999,3
302,1999-03-12,1294.589966,40.046875,1999,3
303,1999-03-15,1307.26001,41.46875,1999,3
304,1999-03-16,1306.380005,42.265625,1999,3
305,1999-03-17,1297.819946,41.78125,1999,3
306,1999-03-18,1316.550049,43.109375,1999,3
307,1999-03-19,1299.290039,42.796875,1999,3
308,1999-03-22,1297.01001,43.203125,1999,3
309,1999-03-23,1262.140015,41.640625,1999,3
310,1999-03-24,1268.589966,42.8125,1999,3
311,1999-03-25,1289.98999,44.984375,1999,3
312,1999-03-26,1282.800049,44.53125,1999,3
313,1999-03-29,1310.170044,46.1875,1999,3
314,1999-03-30,1300.75,46.5,1999,3
315,1999-03-31,1286.369995,44.8125,1999,3
316,1999-04-01,1293.719971,46.34375,1999,4
317,1999-04-05,1321.119995,47.46875,1999,4
318,1999-04-06,1317.890015,47.03125,1999,4
319,1999-04-07,1326.890015,46.65625,1999,4
320,1999-04-08,1343.97998,47.28125,1999,4
321,1999-04-09,1348.349976,47.125,1999,4
322,1999-04-12,1358.630005,46.5,1999,4
323,1999-04-13,1349.819946,45.0625,1999,4
324,1999-04-14,1328.439941,42.9375,1999,4
325,1999-04-15,1322.849976,44.4375,1999,4
326,1999-04-16,1319.0,43.3125,1999,4
327,1999-04-19,1289.47998,40.5,1999,4
328,1999-04-20,1306.170044,41.5625,1999,4
329,1999-04-21,1336.119995,41.0,1999,4
330,1999-04-22,1358.819946,42.46875,1999,4
331,1999-04-23,1356.849976,43.0,1999,4
332,1999-04-26,1360.040039,44.0,1999,4
333,1999-04-27,1362.800049,42.0,1999,4
334,1999-04-28,1350.910034,41.0625,1999,4
335,1999-04-29,1342.829956,41.03125,1999,4
336,1999-04-30,1335.180054,40.65625,1999,4
337,1999-05-03,1354.630005,39.9375,1999,5
338,1999-05-04,1332.0,39.03125,1999,5
339,1999-05-05,1347.310059,39.5625,1999,5
340,1999-05-06,1332.050049,38.96875,1999,5
341,1999-05-07,1345.0,39.53125,1999,5
342,1999-05-10,1340.300049,39.84375,1999,5
343,1999-05-11,1355.609985,39.9375,1999,5
344,1999-05-12,1364.0,40.25,1999,5
345,1999-05-13,1367.560059,39.5625,1999,5
346,1999-05-14,1337.800049,38.4375,1999,5
347,1999-05-17,1339.48999,39.5625,1999,5
348,1999-05-18,1333.319946,39.34375,1999,5
349,1999-05-19,1344.22998,39.65625,1999,5
350,1999-05-20,1338.829956,39.21875,1999,5
351,1999-05-21,1330.290039,38.78125,1999,5
352,1999-05-24,1306.650024,38.625,1999,5
353,1999-05-25,1284.400024,38.125,1999,5
354,1999-05-26,1304.76001,39.25,1999,5
355,1999-05-27,1281.410034,39.1875,1999,5
356,1999-05-28,1301.839966,40.34375,1999,5
357,1999-06-01,1294.26001,39.25,1999,6
358,1999-06-02,1294.810059,39.21875,1999,6
359,1999-06-03,1299.540039,38.1875,1999,6
360,1999-06-04,1327.75,39.78125,1999,6
361,1999-06-07,1334.52002,40.125,1999,6
362,1999-06-08,1317.329956,39.6875,1999,6
363,1999-06-09,1318.640015,41.15625,1999,6
364,1999-06-10,1302.819946,39.9375,1999,6
365,1999-06-11,1293.640015,39.0625,1999,6
366,1999-06-14,1294.0,38.78125,1999,6
367,1999-06-15,1301.160034,38.84375,1999,6
368,1999-06-16,1330.410034,40.5,1999,6
369,1999-06-17,1339.900024,41.4375,1999,6
370,1999-06-18,1342.839966,42.5,1999,6
371,1999-06-21,1349.0,44.46875,1999,6
372,1999-06-22,1335.880005,43.25,1999,6
373,1999-06-23,1333.060059,43.0,1999,6
374,1999-06-24,1315.780029,42.3125,1999,6
375,1999-06-25,1315.310059,42.46875,1999,6
376,1999-06-28,1331.349976,43.375,1999,6
377,1999-06-29,1351.449951,44.0,1999,6
378,1999-06-30,1372.709961,45.09375,1999,6
379,1999-07-01,1380.959961,45.59375,1999,7
380,1999-07-02,1391.219971,46.0,1999,7
381,1999-07-06,1388.119995,44.78125,1999,7
382,1999-07-07,1395.859985,46.15625,1999,7
383,1999-07-08,1394.420044,46.28125,1999,7
384,1999-07-09,1403.280029,46.625,1999,7
385,1999-07-12,1399.099976,47.09375,1999,7
386,1999-07-13,1393.560059,46.8125,1999,7
387,1999-07-14,1398.170044,47.46875,1999,7
388,1999-07-15,1409.619995,47.1875,1999,7
389,1999-07-16,1418.780029,49.71875,1999,7
390,1999-07-19,1407.650024,49.1875,1999,7
391,1999-07-20,1377.099976,46.65625,1999,7
392,1999-07-21,1379.290039,47.34375,1999,7
393,1999-07-22,1360.969971,45.53125,1999,7
394,1999-07-23,1356.939941,45.125,1999,7
395,1999-07-26,1347.76001,43.8125,1999,7
396,1999-07-27,1362.839966,44.40625,1999,7
397,1999-07-28,1365.400024,45.0,1999,7
398,1999-07-29,1341.030029,43.46875,1999,7
399,1999-07-30,1328.719971,42.90625,1999,7
400,1999-08-02,1328.050049,42.40625,1999,8
401,1999-08-03,1322.180054,42.375,1999,8
402,1999-08-04,1305.329956,42.46875,1999,8
403,1999-08-05,1313.709961,42.875,1999,8
404,1999-08-06,1300.290039,42.5625,1999,8
405,1999-08-09,1297.800049,41.90625,1999,8
406,1999-08-10,1281.430054,41.46875,1999,8
407,1999-08-11,1301.930054,42.09375,1999,8
408,1999-08-12,1298.160034,40.875,1999,8
409,1999-08-13,1327.680054,42.34375,1999,8
410,1999-08-16,1330.77002,42.15625,1999,8
411,1999-08-17,1344.160034,42.28125,1999,8
412,1999-08-18,1332.839966,42.5,1999,8
413,1999-08-19,1323.589966,41.90625,1999,8
414,1999-08-20,1336.609985,41.6875,1999,8
415,1999-08-23,1360.219971,43.21875,1999,8
416,1999-08-24,1363.5,46.09375,1999,8
417,1999-08-25,1381.790039,47.65625,1999,8
418,1999-08-26,1362.01001,47.3125,1999,8
419,1999-08-27,1348.27002,46.625,1999,8
420,1999-08-30,1324.02002,46.125,1999,8
421,1999-08-31,1320.410034,46.28125,1999,8
422,1999-09-01,1331.069946,46.1875,1999,9
423,1999-09-02,1319.109985,45.90625,1999,9
424,1999-09-03,1357.23999,47.9375,1999,9
425,1999-09-07,1350.449951,47.125,1999,9
426,1999-09-08,1344.150024,46.125,1999,9
427,1999-09-09,1347.660034,47.03125,1999,9
428,1999-09-10,1351.660034,47.5,1999,9
429,1999-09-13,1344.130005,46.9375,1999,9
430,1999-09-14,1336.290039,47.53125,1999,9
431,1999-09-15,1317.969971,46.3125,1999,9
432,1999-09-16,1318.47998,47.0,1999,9
433,1999-09-17,1335.420044,48.21875,1999,9
434,1999-09-20,1335.530029,48.78125,1999,9
435,1999-09-21,1307.579956,47.3125,1999,9
436,1999-09-22,1310.51001,48.03125,1999,9
437,1999-09-23,1280.410034,45.59375,1999,9
438,1999-09-24,1277.359985,45.46875,1999,9
439,1999-09-27,1283.310059,45.71875,1999,9
440,1999-09-28,1282.199951,46.0625,1999,9
441,1999-09-29,1268.369995,44.75,1999,9
442,1999-09-30,1282.709961,45.28125,1999,9
443,1999-10-01,1282.810059,44.992188,1999,10
444,1999-10-04,1304.599976,46.28125,1999,10
445,1999-10-05,1301.349976,45.90625,1999,10
446,1999-10-06,1325.400024,46.84375,1999,10
447,1999-10-07,1317.640015,46.875,1999,10
448,1999-10-08,1336.02002,47.46875,1999,10
449,1999-10-11,1335.209961,47.15625,1999,10
450,1999-10-12,1313.040039,46.28125,1999,10
451,1999-10-13,1285.550049,45.53125,1999,10
452,1999-10-14,1283.420044,45.34375,1999,10
453,1999-10-15,1247.410034,44.03125,1999,10
454,1999-10-18,1254.130005,43.9375,1999,10
455,1999-10-19,1261.319946,43.15625,1999,10
456,1999-10-20,1289.430054,46.125,1999,10
457,1999-10-21,1283.609985,46.53125,1999,10
458,1999-10-22,1301.650024,46.34375,1999,10
459,1999-10-25,1293.630005,46.21875,1999,10
460,1999-10-26,1281.910034,46.1875,1999,10
461,1999-10-27,1296.709961,45.4375,1999,10
462,1999-10-28,1342.439941,44.9375,1999,10
463,1999-10-29,1362.930054,46.28125,1999,10
464,1999-11-01,1354.119995,46.1875,1999,11
465,1999-11-02,1347.73999,46.28125,1999,11
466,1999-11-03,1354.930054,46.0,1999,11
467,1999-11-04,1362.640015,45.875,1999,11
468,1999-11-05,1370.22998,45.78125,1999,11
469,1999-11-08,1377.01001,44.96875,1999,11
470,1999-11-09,1365.280029,44.4375,1999,11
471,1999-11-10,1373.459961,43.5625,1999,11
472,1999-11-11,1381.459961,44.8125,1999,11
473,1999-11-12,1396.060059,44.59375,1999,11
474,1999-11-15,1394.390015,43.5,1999,11
475,1999-11-16,1420.069946,43.65625,1999,11
476,1999-11-17,1410.709961,42.5,1999,11
477,1999-11-18,1424.939941,42.46875,1999,11
478,1999-11-19,1422.0,43.0,1999,11
479,1999-11-22,1420.939941,44.90625,1999,11
480,1999-11-23,1404.640015,44.8125,1999,11
481,1999-11-24,1417.079956,45.84375,1999,11
482,1999-11-26,1416.619995,45.5625,1999,11
483,1999-11-29,1407.829956,45.09375,1999,11
484,1999-11-30,1388.910034,45.523438,1999,11
485,1999-12-01,1397.719971,46.59375,1999,12
486,1999-12-02,1409.040039,47.40625,1999,12
487,1999-12-03,1433.300049,48.0625,1999,12
488,1999-12-06,1423.329956,47.71875,1999,12
489,1999-12-07,1409.170044,46.5,1999,12
490,1999-12-08,1403.880005,45.875,1999,12
491,1999-12-09,1408.109985,46.375,1999,12
492,1999-12-10,1417.040039,46.9375,1999,12
493,1999-12-13,1415.219971,48.3125,1999,12
494,1999-12-14,1403.170044,49.34375,1999,12
495,1999-12-15,1413.329956,54.21875,1999,12
496,1999-12-16,1418.780029,56.84375,1999,12
497,1999-12-17,1421.030029,57.625,1999,12
498,1999-12-20,1418.089966,56.375,1999,12
499,1999-12-21,1433.430054,57.9375,1999,12
500,1999-12-22,1436.130005,58.78125,1999,12
501,1999-12-23,1458.339966,58.71875,1999,12
502,1999-12-27,1457.099976,59.5625,1999,12
503,1999-12-28,1457.660034,58.75,1999,12
504,1999-12-29,1463.459961,58.96875,1999,12
505,1999-12-30,1464.469971,58.8125,1999,12
506,1999-12-31,1469.25,58.375,1999,12
507,2000-01-03,1455.219971,58.28125,2000,1
508,2000-01-04,1399.420044,56.3125,2000,1
509,2000-01-05,1402.109985,56.90625,2000,1
510,2000-01-06,1403.449951,55.0,2000,1
511,2000-01-07,1441.469971,55.71875,2000,1
512,2000-01-10,1457.599976,56.125,2000,1
513,2000-01-11,1438.560059,54.6875,2000,1
514,2000-01-12,1432.25,52.90625,2000,1
515,2000-01-13,1449.680054,53.90625,2000,1
516,2000-01-14,1465.150024,56.125,2000,1
517,2000-01-18,1455.140015,57.65625,2000,1
518,2000-01-19,1455.900024,53.5,2000,1
519,2000-01-20,1445.569946,53.0,2000,1
520,2000-01-21,1441.359985,51.875,2000,1
521,2000-01-24,1401.530029,50.625,2000,1
522,2000-01-25,1410.030029,51.40625,2000,1
523,2000-01-26,1404.089966,49.6875,2000,1
524,2000-01-27,1398.560059,49.375,2000,1
525,2000-01-28,1360.160034,49.125,2000,1
526,2000-01-31,1394.459961,48.9375,2000,1
527,2000-02-01,1409.280029,51.46875,2000,2
528,2000-02-02,1409.119995,50.40625,2000,2
529,2000-02-03,1424.969971,51.8125,2000,2
530,2000-02-04,1424.369995,53.28125,2000,2
531,2000-02-07,1424.23999,53.3125,2000,2
532,2000-02-08,1441.719971,54.96875,2000,2
533,2000-02-09,1411.709961,52.0,2000,2
534,2000-02-10,1416.829956,53.0,2000,2
535,2000-02-11,1387.119995,49.96875,2000,2
536,2000-02-14,1389.939941,49.8125,2000,2
537,2000-02-15,1402.050049,49.28125,2000,2
538,2000-02-16,1387.670044,48.8125,2000,2
539,2000-02-17,1388.26001,49.8125,2000,2
540,2000-02-18,1346.089966,47.53125,2000,2
541,2000-02-22,1352.170044,46.90625,2000,2
542,2000-02-23,1360.689941,47.125,2000,2
543,2000-02-24,1353.430054,47.375,2000,2
544,2000-02-25,1333.359985,45.65625,2000,2
545,2000-02-28,1348.050049,45.78125,2000,2
546,2000-02-29,1366.420044,44.6875,2000,2
547,2000-03-01,1379.189941,45.40625,2000,3
548,2000-03-02,1381.76001,46.6875,2000,3
549,2000-03-03,1409.170044,48.0625,2000,3
550,2000-03-06,1391.280029,45.3125,2000,3
551,2000-03-07,1355.619995,46.4375,2000,3
552,2000-03-08,1366.699951,47.78125,2000,3
553,2000-03-09,1401.689941,50.0,2000,3
554,2000-03-10,1395.069946,50.5,2000,3
555,2000-03-13,1383.619995,49.0,2000,3
556,2000-03-14,1359.150024,47.5625,2000,3
557,2000-03-15,1392.140015,47.6875,2000,3
558,2000-03-16,1458.469971,47.6875,2000,3
559,2000-03-17,1464.469971,49.6875,2000,3
560,2000-03-20,1456.630005,48.6875,2000,3
561,2000-03-21,1493.869995,51.375,2000,3
562,2000-03-22,1500.640015,51.625,2000,3
563,2000-03-23,1527.349976,55.9375,2000,3
564,2000-03-24,1527.459961,55.84375,2000,3
565,2000-03-27,1523.859985,52.03125,2000,3
566,2000-03-28,1507.72998,52.15625,2000,3
